YEAR,Month,Day,Surface Pressure,Wind Speed at 10 Meters,Precipitation Corrected,Specific Humidity at 2 Meters,Earth Skin Temperature
2005,12,15,90.29,11.04,0.01,1.77,-2.2
2005,12,16,90.45,4.52,0.0,1.46,-6.13
2005,12,17,91.26,2.34,0.62,1.77,-6.33
2005,12,18,91.92,2.44,0.19,1.46,-9.06
2005,12,19,91.32,3.67,0.0,1.71,-8.62
2005,12,20,91.09,4.16,0.0,2.38,-5.41
2005,12,21,90.79,4.42,0.0,3.91,0.05
2005,12,22,90.06,6.29,0.0,4.46,3.9
2005,12,23,89.89,8.25,0.0,4.46,5.42
2005,12,24,90.58,7.49,0.0,3.23,2.36
2005,12,25,90.04,3.63,0.0,3.66,2.63
2005,12,26,89.58,3.71,0.0,3.66,4.32
2005,12,27,89.66,7.62,0.0,4.15,3.49
2005,12,28,89.99,5.28,0.0,3.23,2.61
2005,12,29,89.2,6.36,0.26,3.78,2.94
2005,12,30,89.64,5.73,0.0,2.5,-0.36
2005,12,31,89.13,4.27,0.0,2.81,2.53
2006,1,1,88.83,3.47,5.43,4.27,1.55
2006,1,2,89.9,3.95,0.0,3.3,2.16
2006,1,3,89.66,6.8,0.09,3.54,4.48
2006,1,4,90.97,5.01,0.01,3.42,2.43
2006,1,5,91.54,6.88,0.0,2.56,0.62
2006,1,6,90.7,5.38,0.0,2.69,2.3
2006,1,7,89.45,4.2,0.0,3.6,6.22
2006,1,8,89.72,7.71,0.31,4.03,4.87
2006,1,9,91.19,3.64,0.05,2.62,-1.04
2006,1,10,90.38,5.23,0.01,2.38,2.27
2006,1,11,89.56,5.98,0.0,2.93,6.66
2006,1,12,89.77,7.21,0.54,3.05,2.15
2006,1,13,90.78,5.41,0.0,2.08,0.48
2006,1,14,89.91,3.18,0.0,2.87,4.5
2006,1,15,89.0,5.54,0.0,3.17,6.62
2006,1,16,89.99,9.91,0.0,2.5,1.2
2006,1,17,90.03,6.66,0.0,2.08,-0.44
2006,1,18,89.42,5.65,0.14,3.11,5.64
2006,1,19,89.85,5.11,0.02,2.99,1.09
2006,1,20,90.54,3.25,0.01,1.89,-0.35
2006,1,21,90.73,3.62,0.0,1.89,-0.64
2006,1,22,91.19,3.18,0.0,2.26,-1.2
2006,1,23,90.71,6.48,0.0,2.01,0.35
2006,1,24,91.23,5.55,0.0,2.87,1.76
2006,1,25,91.07,4.66,0.0,2.93,3.39
2006,1,26,89.98,7.42,0.0,3.78,6.16
2006,1,27,90.24,3.73,0.0,2.87,4.62
2006,1,28,89.71,6.84,0.0,2.93,2.58
2006,1,29,89.79,7.77,0.0,2.26,1.93
2006,1,30,90.17,4.88,0.0,2.38,1.66
2006,1,31,89.6,5.66,0.0,3.48,3.05
2006,2,1,89.49,5.19,0.0,3.17,3.45
2006,2,2,89.44,6.41,0.0,2.5,3.59
2006,2,3,90.22,4.62,0.04,2.87,0.68
2006,2,4,90.42,4.08,0.0,2.56,1.12
2006,2,5,89.93,3.69,2.84,2.69,-2.15
2006,2,6,91.07,5.96,0.03,2.93,-0.38
2006,2,7,91.02,3.38,0.0,2.44,0.43
2006,2,8,91.08,3.63,0.0,2.38,-1.2
2006,2,9,90.64,7.78,0.0,2.14,-0.22
2006,2,10,91.2,10.54,0.07,1.59,-3.1
2006,2,11,91.36,8.51,0.04,1.28,-2.82
2006,2,12,91.14,7.88,0.0,1.77,-1.13
2006,2,13,90.43,6.23,0.0,2.5,1.92
2006,2,14,89.8,6.71,0.06,2.5,2.98
2006,2,15,90.08,6.87,0.9,2.14,-0.78
2006,2,16,90.82,6.82,2.03,1.4,-6.35
2006,2,17,92.13,3.81,0.12,0.61,-14.15
2006,2,18,91.8,3.47,0.01,0.55,-13.43
2006,2,19,90.86,3.48,0.0,1.1,-7.92
2006,2,20,90.27,5.85,0.0,1.53,-3.23
2006,2,21,90.06,4.75,0.0,1.89,-1.9
2006,2,22,90.09,6.84,0.0,1.89,0.12
2006,2,23,90.59,4.57,0.0,2.44,2.25
2006,2,24,90.39,6.26,0.0,2.5,4.27
2006,2,25,91.54,4.5,0.0,1.65,-1.61
2006,2,26,90.88,4.83,0.0,2.38,3.32
2006,2,27,89.86,5.54,0.0,2.75,8.31
2006,2,28,89.61,3.86,0.0,3.54,10.06
2006,3,1,90.09,8.15,0.0,3.3,8.58
2006,3,2,91.03,3.1,0.0,2.56,4.44
2006,3,3,90.87,8.8,0.0,3.17,4.43
2006,3,4,90.0,6.39,0.36,4.82,9.74
2006,3,5,90.83,4.77,0.0,2.2,7.3
2006,3,6,90.74,4.75,0.0,2.75,6.64
2006,3,7,89.69,5.51,0.0,3.85,11.16
2006,3,8,89.36,7.06,0.97,3.97,3.75
2006,3,9,88.68,5.92,0.0,2.99,5.7
2006,3,10,88.82,4.94,0.83,2.93,4.98
2006,3,11,89.73,4.26,0.0,2.44,3.76
2006,3,12,89.32,7.11,0.11,3.11,2.12
2006,3,13,90.41,4.77,0.0,2.08,0.05
2006,3,14,90.7,5.88,0.0,1.4,3.78
2006,3,15,89.68,5.68,0.0,2.69,7.17
2006,3,16,90.95,7.86,0.0,2.38,3.27
2006,3,17,91.04,7.25,0.0,2.44,1.74
2006,3,18,90.37,9.12,2.17,3.91,2.61
2006,3,19,90.08,9.19,7.32,3.36,-0.47
2006,3,20,90.15,8.31,6.98,2.62,-4.04
2006,3,21,90.95,4.06,0.1,2.32,-4.35
2006,3,22,91.41,2.7,0.04,2.2,-4.77
2006,3,23,91.7,2.98,0.0,2.5,-3.72
2006,3,24,91.13,2.55,0.0,2.93,0.42
2006,3,25,90.76,6.44,0.0,3.11,1.26
2006,3,26,89.69,6.73,1.81,3.66,2.64
2006,3,27,90.6,9.18,0.09,2.93,5.73
2006,3,28,90.52,5.98,0.0,3.23,7.53
2006,3,29,89.28,6.79,0.0,5.25,14.3
2006,3,30,89.19,7.85,0.17,4.82,11.23
2006,3,31,90.38,6.44,0.0,3.72,10.38
2006,4,1,89.82,5.62,0.09,4.76,10.06
2006,4,2,90.09,11.06,0.1,4.21,10.81
2006,4,3,91.19,4.03,0.0,4.09,10.76
2006,4,4,90.25,5.65,0.0,4.52,11.76
2006,4,5,89.26,4.27,0.01,6.1,18.03
2006,4,6,88.42,8.4,6.93,3.91,14.59
2006,4,7,89.95,12.04,4.77,3.66,5.07
2006,4,8,90.81,4.82,0.0,2.56,7.01
2006,4,9,90.03,4.74,0.0,3.85,14.76
2006,4,10,89.22,5.44,0.0,4.03,17.51
2006,4,11,89.74,5.91,0.05,5.43,12.8
2006,4,12,90.8,5.58,0.0,4.88,17.22
2006,4,13,90.19,4.55,0.0,4.27,20.08
2006,4,14,89.77,4.85,0.0,5.13,20.94
2006,4,15,88.4,8.68,3.05,7.32,17.98
2006,4,16,89.41,6.04,0.0,6.1,19.47
2006,4,17,89.25,8.58,0.01,7.2,19.26
2006,4,18,89.87,11.19,0.01,3.17,10.41
2006,4,19,90.13,11.2,0.0,2.56,9.48
2006,4,20,90.43,5.22,0.0,3.54,11.53
2006,4,21,90.34,2.06,0.0,3.66,15.17
2006,4,22,90.23,4.91,0.0,4.82,17.65
2006,4,23,90.07,6.56,0.33,6.53,17.4
2006,4,24,90.67,8.57,9.87,4.52,5.9
2006,4,25,91.11,5.05,0.03,2.81,5.86
2006,4,26,90.57,3.97,0.0,3.42,11.12
2006,4,27,89.98,4.36,0.39,4.27,17.69
2006,4,28,90.32,6.26,0.64,4.88,14.14
2006,4,29,90.06,6.75,0.51,5.43,12.8
2006,4,30,89.9,5.56,0.32,5.31,12.89
2006,5,1,90.29,4.07,0.14,5.25,16.16
2006,5,2,90.0,6.32,0.0,4.52,20.02
2006,5,3,90.81,3.45,1.23,3.54,14.58
2006,5,4,90.99,3.45,1.84,4.58,12.48
2006,5,5,90.78,2.98,0.19,5.13,11.4
2006,5,6,90.2,4.45,0.0,5.8,14.55
2006,5,7,89.65,4.39,0.18,5.68,18.23
2006,5,8,89.57,4.36,1.65,6.16,18.06
2006,5,9,90.02,5.88,0.05,4.82,15.8
2006,5,10,90.71,8.1,0.06,3.17,11.15
2006,5,11,90.81,5.99,0.0,3.72,12.57
2006,5,12,90.27,1.65,0.0,3.85,16.87
2006,5,13,90.44,4.67,0.0,4.33,18.3
2006,5,14,91.19,5.85,0.0,3.78,15.28
2006,5,15,91.37,4.46,0.0,4.52,15.62
2006,5,16,90.96,3.07,0.0,4.52,17.84
2006,5,17,90.51,2.64,0.0,4.46,20.94
2006,5,18,90.13,2.88,0.0,5.31,23.32
2006,5,19,90.0,4.36,0.02,5.8,26.74
2006,5,20,90.15,5.38,0.04,6.9,25.43
2006,5,21,90.13,3.6,2.79,9.03,26.32
2006,5,22,90.16,6.8,5.55,10.68,25.48
2006,5,23,89.97,4.84,5.47,8.42,24.12
2006,5,24,90.37,6.44,0.0,5.37,23.34
2006,5,25,90.2,3.11,0.0,5.31,25.21
2006,5,26,89.44,5.98,1.4,9.03,25.98
2006,5,27,88.78,6.91,0.0,6.23,28.15
2006,5,28,89.12,5.88,0.0,4.76,27.99
2006,5,29,90.56,5.56,0.0,3.78,21.63
2006,5,30,91.0,3.76,1.74,5.68,17.77
2006,5,31,91.13,2.91,1.22,7.39,22.4
2006,6,1,91.16,2.6,0.0,5.68,23.73
2006,6,2,90.76,6.37,0.0,7.51,25.4
2006,6,3,90.14,4.59,0.01,7.63,27.6
2006,6,4,90.15,5.31,0.59,8.0,28.1
2006,6,5,90.07,3.56,4.88,9.64,28.11
2006,6,6,90.55,4.29,0.21,6.77,27.77
2006,6,7,90.51,8.01,0.34,8.61,30.08
2006,6,8,90.15,7.04,2.32,8.0,31.85
2006,6,9,89.91,4.81,0.6,9.52,30.69
2006,6,10,89.88,3.4,12.37,11.6,25.94
2006,6,11,90.28,3.03,4.19,10.62,24.94
2006,6,12,90.8,5.02,0.43,11.23,24.75
2006,6,13,90.7,6.5,0.0,11.35,27.81
2006,6,14,89.74,9.53,0.05,9.89,31.51
2006,6,15,89.54,3.54,4.58,8.36,29.12
2006,6,16,89.84,2.9,17.98,12.76,20.01
2006,6,17,90.11,3.38,7.43,11.05,20.1
2006,6,18,90.38,4.55,0.15,9.16,24.15
2006,6,19,90.47,6.29,0.32,10.99,24.78
2006,6,20,89.94,4.66,1.24,11.35,27.62
2006,6,21,90.52,4.08,5.51,11.17,23.59
2006,6,22,91.11,3.06,4.57,8.3,22.11
2006,6,23,91.03,3.19,12.47,10.62,22.73
2006,6,24,91.23,3.42,1.2,10.01,23.4
2006,6,25,91.55,5.06,0.14,6.77,20.51
2006,6,26,91.18,2.08,0.11,6.59,21.92
2006,6,27,90.81,2.55,0.0,6.84,25.34
2006,6,28,90.58,4.23,0.0,8.54,27.5
2006,6,29,90.61,3.96,0.04,8.97,28.62
2006,6,30,90.39,3.28,0.0,9.16,31.36
2006,7,1,90.46,4.85,4.06,11.17,28.39
2006,7,2,90.67,3.08,3.48,11.96,28.26
2006,7,3,90.82,3.97,0.07,10.74,27.44
2006,7,4,91.04,3.38,14.11,11.66,24.16
2006,7,5,91.2,4.84,0.87,8.97,22.98
2006,7,6,91.08,7.43,0.0,9.03,23.43
2006,7,7,90.74,5.48,9.12,13.06,26.85
2006,7,8,90.82,4.45,0.58,11.6,26.75
2006,7,9,90.56,4.05,2.56,10.86,24.51
2006,7,10,90.22,3.41,1.44,12.51,25.0
2006,7,11,90.32,2.61,0.29,12.63,28.33
2006,7,12,90.42,5.08,1.4,12.63,29.01
2006,7,13,90.27,3.34,0.02,10.25,30.44
2006,7,14,90.73,3.44,0.0,7.87,30.73
2006,7,15,90.71,7.3,0.0,9.34,32.76
2006,7,16,90.33,4.8,0.0,7.93,33.73
2006,7,17,90.74,6.4,0.0,6.84,30.48
2006,7,18,90.62,5.27,0.14,9.03,30.76
2006,7,19,90.26,6.05,0.15,9.09,34.97
2006,7,20,90.91,5.32,11.31,12.88,28.31
2006,7,21,91.15,3.49,0.03,10.8,26.21
2006,7,22,91.07,2.6,0.0,9.03,26.51
2006,7,23,90.55,4.95,0.06,9.22,27.92
2006,7,24,89.95,4.46,0.01,8.91,31.79
2006,7,25,89.91,3.74,0.86,10.68,31.0
2006,7,26,90.06,2.94,8.89,11.54,30.51
2006,7,27,90.27,3.08,0.22,11.96,29.96
2006,7,28,90.33,5.16,0.0,10.38,31.09
2006,7,29,90.04,6.37,0.0,11.66,31.77
2006,7,30,89.55,7.24,0.0,11.35,32.18
2006,7,31,89.42,6.24,1.87,12.02,32.49
2006,8,1,89.92,4.1,0.96,12.63,27.33
2006,8,2,90.45,3.27,0.0,9.16,27.4
2006,8,3,90.78,5.23,0.14,8.54,26.83
2006,8,4,90.48,7.38,0.03,10.62,27.31
2006,8,5,90.1,3.69,0.03,8.85,32.43
2006,8,6,90.77,5.62,1.09,11.23,24.8
2006,8,7,90.93,4.29,11.08,14.77,22.69
2006,8,8,90.6,3.14,0.24,13.85,27.82
2006,8,9,90.26,2.06,0.01,11.96,30.66
2006,8,10,90.29,3.16,0.42,14.4,29.19
2006,8,11,90.27,6.1,0.02,11.11,29.55
2006,8,12,90.0,6.71,18.08,12.15,28.04
2006,8,13,90.45,4.69,7.76,13.18,24.01
2006,8,14,90.95,4.25,0.0,8.67,23.07
2006,8,15,90.65,6.16,0.0,9.03,24.26
2006,8,16,90.4,4.16,0.19,13.92,24.56
2006,8,17,90.41,3.42,0.02,13.67,26.99
2006,8,18,90.64,4.24,0.39,13.85,26.66
2006,8,19,91.07,3.52,0.02,8.54,22.72
2006,8,20,90.85,4.98,0.24,9.95,23.9
2006,8,21,91.1,3.46,0.07,10.25,25.67
2006,8,22,90.97,5.57,0.0,10.01,26.38
2006,8,23,90.25,5.71,0.0,10.13,29.59
2006,8,24,89.86,3.55,0.05,7.93,29.83
2006,8,25,90.44,4.03,3.09,7.51,19.98
2006,8,26,90.63,3.69,0.62,7.75,21.35
2006,8,27,90.62,2.57,14.91,10.8,18.14
2006,8,28,90.88,4.62,0.56,9.28,17.79
2006,8,29,90.87,3.09,0.0,8.18,20.0
2006,8,30,90.33,7.68,0.0,9.89,22.81
2006,8,31,90.47,4.83,3.13,11.17,23.6
2006,9,1,91.02,5.92,2.54,10.13,18.0
2006,9,2,91.37,4.02,0.01,5.49,15.78
2006,9,3,91.01,3.82,0.0,6.1,18.21
2006,9,4,91.31,2.88,0.0,5.86,17.8
2006,9,5,91.33,2.66,0.09,6.16,18.73
2006,9,6,90.92,4.2,0.0,6.84,20.37
2006,9,7,90.46,4.07,4.14,9.22,21.06
2006,9,8,90.41,2.37,0.99,10.13,20.98
2006,9,9,90.33,4.09,11.9,11.54,16.05
2006,9,10,90.58,5.43,2.12,9.64,15.94
2006,9,11,91.01,2.91,0.03,7.69,16.99
2006,9,12,90.94,2.23,0.0,7.63,18.93
2006,9,13,90.27,3.55,0.0,7.14,21.4
2006,9,14,89.6,8.03,0.0,9.83,22.76
2006,9,15,89.18,5.28,1.04,9.95,24.32
2006,9,16,89.47,6.6,0.0,6.9,19.73
2006,9,17,90.25,5.68,0.0,3.91,14.57
2006,9,18,90.57,6.3,0.0,3.97,11.98
2006,9,19,90.66,3.03,0.0,4.58,14.84
2006,9,20,89.84,5.38,0.0,6.53,15.28
2006,9,21,88.66,5.77,31.59,8.06,10.99
2006,9,22,89.11,8.02,0.16,6.1,12.16
2006,9,23,90.33,8.66,1.74,5.62,8.77
2006,9,24,91.06,3.92,0.0,5.07,11.8
2006,9,25,90.98,3.75,0.0,5.74,14.37
2006,9,26,90.54,4.88,0.0,5.49,17.1
2006,9,27,90.88,6.13,0.17,6.1,11.8
2006,9,28,90.73,3.62,0.0,4.76,12.55
2006,9,29,90.17,5.12,0.0,6.41,17.98
2006,9,30,90.29,4.1,0.0,6.41,19.34
2006,10,1,90.0,2.8,0.0,5.31,20.36
2006,10,2,90.23,2.16,0.0,5.13,21.17
2006,10,3,90.46,5.45,0.0,6.41,19.37
2006,10,4,91.54,4.63,0.0,6.71,13.94
2006,10,5,91.2,6.02,0.0,7.39,15.4
2006,10,6,90.49,9.34,0.0,9.03,21.32
2006,10,7,90.15,7.41,0.05,8.12,23.82
2006,10,8,91.28,7.5,11.07,5.43,11.07
2006,10,9,91.48,5.0,7.82,4.88,5.96
2006,10,10,90.56,3.0,1.2,4.58,5.15
2006,10,11,90.07,7.33,0.15,3.42,6.3
2006,10,12,90.31,5.09,0.0,2.01,3.34
2006,10,13,90.45,2.91,0.0,2.56,5.58
2006,10,14,90.36,4.41,0.0,4.09,8.88
2006,10,15,89.5,2.77,0.06,8.06,13.84
2006,10,16,88.83,3.12,2.85,7.93,15.01
2006,10,17,89.78,6.64,2.42,4.58,8.62
2006,10,18,90.65,4.66,0.12,2.69,2.12
2006,10,19,90.19,4.78,0.0,3.42,4.24
2006,10,20,89.56,5.82,0.78,5.37,9.76
2006,10,21,90.76,6.0,0.47,3.17,3.18
2006,10,22,91.07,4.21,0.0,2.81,1.23
2006,10,23,90.74,2.54,0.0,2.99,4.73
2006,10,24,90.28,3.6,0.0,3.97,6.87
2006,10,25,89.88,2.8,0.02,6.1,8.3
2006,10,26,90.39,7.46,0.38,5.55,7.51
2006,10,27,90.9,6.2,0.0,3.6,7.02
2006,10,28,90.46,5.61,0.0,2.99,9.37
2006,10,29,89.64,4.54,0.0,3.78,11.67
2006,10,30,89.76,8.52,0.0,2.81,5.08
2006,10,31,90.87,2.52,0.0,1.77,-1.45
2006,11,1,91.23,2.91,0.0,1.77,-0.94
2006,11,2,91.24,3.16,0.0,2.44,1.15
2006,11,3,90.44,3.47,0.0,3.85,5.37
2006,11,4,90.61,2.58,0.0,4.39,7.09
2006,11,5,90.54,4.61,0.0,4.15,9.62
2006,11,6,90.58,4.21,0.0,4.39,9.15
2006,11,7,89.88,4.8,0.0,6.1,13.85
2006,11,8,89.38,6.76,0.0,5.43,15.69
2006,11,9,89.96,5.2,0.0,3.6,7.18
2006,11,10,90.98,3.83,0.02,2.93,0.06
2006,11,11,90.43,6.46,0.0,3.05,2.86
2006,11,12,90.2,5.29,0.03,3.6,3.12
2006,11,13,90.07,5.36,0.0,2.38,1.26
2006,11,14,89.21,7.91,0.1,3.3,3.56
2006,11,15,90.68,6.8,0.0,1.95,-0.02
2006,11,16,89.87,4.43,0.0,2.5,3.47
2006,11,17,90.72,5.11,0.0,2.38,4.28
2006,11,18,91.18,3.64,0.0,2.2,1.59
2006,11,19,91.72,4.42,0.0,2.26,1.79
2006,11,20,91.0,6.44,0.0,2.93,5.72
2006,11,21,90.6,3.8,0.0,3.6,9.18
2006,11,22,90.64,3.04,0.0,3.6,7.34
2006,11,23,90.27,4.48,0.0,4.39,7.64
2006,11,24,90.7,3.86,0.0,1.95,4.19
2006,11,25,90.21,3.22,0.0,2.81,3.55
2006,11,26,90.4,4.36,0.0,3.23,-0.81
2006,11,27,90.01,3.91,0.0,2.75,-1.24
2006,11,28,89.54,5.48,0.95,2.75,-0.46
2006,11,29,90.88,5.92,0.54,1.16,-5.0
2006,11,30,90.92,3.74,0.0,1.16,-4.88
2006,12,1,90.7,4.49,0.0,1.89,-1.71
2006,12,2,91.75,4.69,0.0,1.4,-5.55
2006,12,3,91.84,4.42,0.0,1.4,-4.94
2006,12,4,91.15,4.48,0.0,1.95,-0.5
2006,12,5,90.51,4.81,0.0,2.44,0.83
2006,12,6,91.29,6.38,0.08,2.44,0.11
2006,12,7,92.04,4.48,0.0,1.53,-4.27
2006,12,8,90.96,4.29,0.0,3.23,0.15
2006,12,9,90.08,2.9,0.0,2.99,0.82
2006,12,10,89.97,3.87,0.0,3.11,1.48
2006,12,11,90.11,3.85,0.01,3.36,0.33
2006,12,12,90.41,6.09,0.0,3.11,3.1
2006,12,13,90.28,6.43,0.0,3.36,5.52
2006,12,14,90.01,5.57,0.0,3.97,5.91
2006,12,15,89.61,4.63,0.0,3.85,3.8
2006,12,16,89.89,5.71,0.0,2.56,3.23
2006,12,17,90.92,2.98,0.0,1.59,-1.41
2006,12,18,91.58,3.13,0.0,2.14,-1.94
2006,12,19,91.16,4.48,11.06,2.62,-0.91
2006,12,20,90.09,7.57,18.57,3.42,-1.88
2006,12,21,90.14,6.65,2.01,2.62,-5.56
2006,12,22,90.36,4.55,0.0,2.14,-8.66
2006,12,23,90.99,4.5,0.15,2.75,-5.98
2006,12,24,90.85,5.74,0.12,2.99,-4.41
2006,12,25,90.92,4.31,0.0,1.83,-9.7
2006,12,26,90.3,4.36,0.01,3.3,-2.71
2006,12,27,89.37,2.68,0.11,3.48,-1.92
2006,12,28,90.16,5.52,0.62,3.6,-1.09
2006,12,29,91.2,7.56,6.81,2.99,-3.1
2006,12,30,90.8,7.27,0.48,2.26,-5.72
2006,12,31,90.72,7.52,0.0,1.83,-7.69
2007,1,1,91.05,3.94,0.0,1.83,-8.45
2007,1,2,90.67,4.68,0.0,2.5,-4.75
2007,1,3,89.74,5.33,0.01,3.66,0.5
2007,1,4,89.18,5.55,1.71,3.85,1.57
2007,1,5,90.04,4.87,5.39,2.93,-2.45
2007,1,6,90.24,6.45,0.0,2.14,-2.87
2007,1,7,90.73,7.72,0.0,2.08,-1.8
2007,1,8,90.8,10.52,0.01,2.81,1.78
2007,1,9,91.33,5.22,0.0,1.95,-2.04
2007,1,10,89.61,3.59,0.0,3.3,0.4
2007,1,11,90.03,7.09,0.0,1.95,-3.56
2007,1,12,91.27,4.79,0.08,0.73,-11.43
2007,1,13,91.06,1.7,0.42,0.92,-9.96
2007,1,14,90.96,5.44,2.66,1.22,-9.42
2007,1,15,91.36,4.92,0.0,1.1,-10.26
2007,1,16,91.48,4.11,0.0,1.46,-7.73
2007,1,17,90.42,5.01,0.0,1.83,-6.2
2007,1,18,91.15,6.05,0.0,1.83,-5.6
2007,1,19,91.21,3.7,0.0,1.46,-5.53
2007,1,20,90.07,4.05,5.99,2.14,-6.2
2007,1,21,90.22,4.73,2.19,2.44,-5.32
2007,1,22,90.7,5.0,0.0,1.89,-6.88
2007,1,23,90.71,6.05,0.04,3.05,-1.17
2007,1,24,91.21,4.66,0.0,3.6,0.11
2007,1,25,90.92,4.12,0.0,3.66,1.0
2007,1,26,90.15,5.91,0.0,2.93,0.12
2007,1,27,90.99,5.54,0.0,1.53,-4.24
2007,1,28,90.6,4.36,0.0,1.65,-3.74
2007,1,29,90.69,7.34,0.0,1.65,-3.5
2007,1,30,90.96,3.77,0.0,1.22,-8.29
2007,1,31,89.92,4.59,0.0,1.65,-6.15
2007,2,1,89.83,6.91,0.04,1.16,-9.98
2007,2,2,89.95,8.4,0.0,0.67,-11.02
2007,2,3,90.42,3.48,0.49,1.28,-8.74
2007,2,4,90.95,2.68,0.0,2.01,-3.31
2007,2,5,90.91,3.7,0.0,3.72,1.33
2007,2,6,90.57,5.39,0.0,4.15,3.99
2007,2,7,91.0,3.62,0.02,2.62,-1.32
2007,2,8,90.89,5.03,0.02,2.38,-2.49
2007,2,9,91.11,2.09,0.4,2.32,-1.96
2007,2,10,90.67,4.16,0.19,2.81,-1.15
2007,2,11,89.88,3.66,0.04,3.72,1.13
2007,2,12,90.36,5.67,4.36,2.75,-2.38
2007,2,13,91.34,5.09,0.02,0.92,-10.45
2007,2,14,91.2,1.38,0.46,0.98,-10.95
2007,2,15,90.94,3.36,0.03,0.92,-11.31
2007,2,16,89.74,10.17,0.44,3.11,0.03
2007,2,17,91.06,6.72,0.0,2.62,-0.27
2007,2,18,90.03,5.11,0.0,3.05,2.79
2007,2,19,89.31,5.36,0.12,3.36,3.94
2007,2,20,89.57,4.96,0.0,2.87,2.55
2007,2,21,90.22,6.54,0.0,2.93,5.26
2007,2,22,90.7,6.63,0.0,2.69,1.89
2007,2,23,89.03,4.52,0.48,3.85,4.72
2007,2,24,88.94,13.09,8.45,3.54,-0.18
2007,2,25,89.57,5.95,0.0,1.89,-2.22
2007,2,26,89.62,3.32,0.01,2.56,-1.1
2007,2,27,89.63,5.98,0.16,2.87,1.66
2007,2,28,89.02,4.8,0.76,2.87,0.93
2007,3,1,89.15,7.25,0.03,2.2,0.99
2007,3,2,89.78,12.55,0.0,1.65,-2.42
2007,3,3,91.04,8.65,0.0,1.46,-2.13
2007,3,4,91.35,5.52,0.0,2.5,2.78
2007,3,5,91.2,4.62,0.0,3.36,4.88
2007,3,6,90.88,4.2,0.0,3.48,5.12
2007,3,7,90.93,4.28,0.0,4.09,7.23
2007,3,8,90.1,5.45,0.0,4.64,9.28
2007,3,9,90.52,4.25,0.0,3.48,8.76
2007,3,10,90.78,2.68,0.09,3.85,9.62
2007,3,11,91.12,3.53,0.03,5.07,10.04
2007,3,12,90.67,4.16,0.0,4.39,12.8
2007,3,13,89.97,3.88,0.0,4.64,15.53
2007,3,14,90.28,6.53,0.0,4.46,9.07
2007,3,15,91.18,4.71,0.0,2.87,4.71
2007,3,16,91.03,4.18,0.0,2.87,6.61
2007,3,17,90.45,3.59,0.0,4.27,12.07
2007,3,18,89.8,5.86,0.0,4.39,14.09
2007,3,19,90.79,6.45,0.0,3.85,9.91
2007,3,20,90.22,7.27,0.02,6.29,11.3
2007,3,21,89.95,4.93,0.0,5.07,12.76
2007,3,22,90.41,3.56,0.0,4.58,10.79
2007,3,23,90.21,2.9,5.52,7.32,14.36
2007,3,24,90.0,6.15,11.77,8.36,13.17
2007,3,25,90.02,5.36,0.0,5.37,14.39
2007,3,26,90.41,6.35,0.1,5.74,14.47
2007,3,27,90.2,6.04,0.12,7.02,11.73
2007,3,28,89.54,9.91,12.3,9.83,15.58
2007,3,29,90.25,4.33,13.51,6.41,10.95
2007,3,30,90.79,4.83,0.05,3.78,7.2
2007,3,31,89.62,6.14,0.04,3.48,7.05
2007,4,1,89.75,4.81,0.33,4.58,12.01
2007,4,2,89.76,3.7,1.0,6.29,15.61
2007,4,3,91.0,7.93,0.01,2.81,5.6
2007,4,4,91.55,2.62,0.02,2.56,4.12
2007,4,5,91.36,4.18,4.59,2.5,-0.81
2007,4,6,91.66,5.57,0.79,1.77,-2.63
2007,4,7,91.2,3.36,0.01,1.46,-3.08
2007,4,8,90.51,3.55,0.04,2.14,-0.83
2007,4,9,89.63,5.96,0.36,4.09,5.87
2007,4,10,88.93,6.9,1.83,4.7,6.72
2007,4,11,89.61,8.09,0.1,3.17,4.65
2007,4,12,90.4,2.85,2.85,3.54,4.9
2007,4,13,90.81,2.77,3.18,4.09,3.72
2007,4,14,90.45,3.45,0.0,3.42,8.12
2007,4,15,90.27,5.88,0.0,3.85,11.76
2007,4,16,90.2,5.92,0.0,5.55,13.41
2007,4,17,90.32,5.01,0.0,5.98,12.76
2007,4,18,90.03,6.73,0.0,5.74,14.98
2007,4,19,89.74,6.48,0.88,4.21,13.08
2007,4,20,89.9,5.65,0.26,6.77,14.85
2007,4,21,89.53,5.79,2.58,8.79,16.65
2007,4,22,89.83,7.19,16.3,6.9,13.04
2007,4,23,90.37,7.01,15.54,5.86,12.73
2007,4,24,90.06,10.63,38.77,6.23,7.1
2007,4,25,90.54,7.12,5.6,4.7,4.17
2007,4,26,90.17,2.74,1.58,5.19,11.05
2007,4,27,90.64,5.74,0.18,5.25,11.68
2007,4,28,90.89,3.59,0.0,6.35,16.55
2007,4,29,90.39,4.41,0.0,8.0,20.43
2007,4,30,89.97,4.55,0.05,8.24,21.16
2007,5,1,90.56,6.09,1.2,6.29,17.73
2007,5,2,90.43,4.67,0.0,5.43,15.85
2007,5,3,89.8,6.48,6.54,8.42,15.12
2007,5,4,89.56,4.41,10.92,8.85,13.96
2007,5,5,88.91,6.05,5.96,7.93,16.41
2007,5,6,90.04,4.88,0.34,5.55,14.84
2007,5,7,90.79,4.16,0.58,5.92,13.62
2007,5,8,90.78,2.8,0.0,5.07,16.02
2007,5,9,90.39,3.67,0.0,6.35,18.24
2007,5,10,90.56,3.1,0.0,7.08,20.11
