Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1987,1987,100 g/ha,152921.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1987,1987,t,13610.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1988,1988,ha,970.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1988,1988,100 g/ha,93505.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1988,1988,t,9070.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1989,1989,ha,1010.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1989,1989,100 g/ha,98802.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1989,1989,t,9979.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1990,1990,ha,1010.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1990,1990,100 g/ha,86436.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1990,1990,t,8730.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1991,1991,ha,1010.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1991,1991,100 g/ha,123465.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1991,1991,t,12470.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1992,1992,ha,1010.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1992,1992,100 g/ha,98812.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1992,1992,t,9980.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1993,1993,ha,65.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1993,1993,100 g/ha,140000.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1993,1993,t,910.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1994,1994,ha,647.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1994,1994,100 g/ha,41886.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1994,1994,t,2710.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1995,1995,ha,607.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1995,1995,100 g/ha,59802.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1995,1995,t,3630.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1996,1996,ha,607.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1996,1996,100 g/ha,44811.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1996,1996,t,2720.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1997,1997,ha,567.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1997,1997,100 g/ha,47972.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1997,1997,t,2720.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1998,1998,ha,567.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1998,1998,100 g/ha,50032.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1998,1998,t,2836.8,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",1999,1999,ha,567.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",1999,1999,100 g/ha,48318.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",1999,1999,t,2739.63,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2000,2000,ha,690.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2000,2000,100 g/ha,43478.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2000,2000,t,3000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2001,2001,ha,688.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2001,2001,100 g/ha,45897.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2001,2001,t,3157.69,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2002,2002,ha,526.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2002,2002,100 g/ha,43726.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2002,2002,t,2300.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2003,2003,ha,600.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2003,2003,100 g/ha,43333.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2003,2003,t,2600.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2004,2004,ha,650.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2004,2004,100 g/ha,43077.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2004,2004,t,2800.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2005,2005,ha,592.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2005,2005,100 g/ha,48111.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2005,2005,t,2850.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2006,2006,ha,558.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2006,2006,100 g/ha,50209.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2006,2006,t,2800.0,X,Figure from international organizations
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2007,2007,ha,500.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2007,2007,100 g/ha,44000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2007,2007,t,2200.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2008,2008,ha,420.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2008,2008,100 g/ha,42857.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2008,2008,t,1800.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2009,2009,ha,230.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2009,2009,100 g/ha,41435.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2009,2009,t,953.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2010,2010,ha,47.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2010,2010,100 g/ha,125532.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2010,2010,t,590.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2011,2011,ha,45.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2011,2011,100 g/ha,191556.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2011,2011,t,862.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2012,2012,ha,52.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2012,2012,100 g/ha,198760.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2012,2012,t,1041.54,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2013,2013,ha,41.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2013,2013,100 g/ha,246420.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2013,2013,t,998.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2014,2014,ha,41.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2014,2014,100 g/ha,201481.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2014,2014,t,816.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2015,2015,ha,40.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2015,2015,100 g/ha,207787.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2015,2015,t,832.48,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2016,2016,ha,40.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2016,2016,100 g/ha,211927.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2016,2016,t,857.55,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2017,2017,ha,40.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2017,2017,100 g/ha,208183.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2017,2017,t,835.34,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2018,2018,ha,39.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2018,2018,100 g/ha,215238.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2018,2018,t,840.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2019,2019,ha,40.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2019,2019,100 g/ha,211751.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2019,2019,t,844.3,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2020,2020,ha,39.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2020,2020,100 g/ha,218065.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2020,2020,t,839.88,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2021,2021,ha,39.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2021,2021,100 g/ha,214981.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2021,2021,t,841.39,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1316.0,"Mangoes, guavas and mangosteens",2022,2022,ha,39.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2022,2022,100 g/ha,214896.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,1316.0,"Mangoes, guavas and mangosteens",2022,2022,t,841.86,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1980,1980,ha,87500.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1980,1980,100 g/ha,13714.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1980,1980,t,120000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1981,1981,ha,80850.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1981,1981,100 g/ha,13605.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1981,1981,t,110000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1982,1982,ha,80909.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1982,1982,100 g/ha,13528.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1982,1982,t,109455.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1983,1983,ha,96000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1983,1983,100 g/ha,13542.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1983,1983,t,130000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1984,1984,ha,115500.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1984,1984,100 g/ha,13853.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1984,1984,t,160000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1985,1985,ha,101000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1985,1985,100 g/ha,13861.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1985,1985,t,140000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1986,1986,ha,126700.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1986,1986,100 g/ha,14207.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1986,1986,t,180000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1987,1987,ha,118104.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1987,1987,100 g/ha,15084.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1987,1987,t,178151.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1988,1988,ha,107000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1988,1988,100 g/ha,14953.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1988,1988,t,160000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1989,1989,ha,113000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1989,1989,100 g/ha,15044.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1989,1989,t,170000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1990,1990,ha,120000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1990,1990,100 g/ha,15000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1990,1990,t,180000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1991,1991,ha,158925.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1991,1991,100 g/ha,14438.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1991,1991,t,229460.6,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1992,1992,ha,159874.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1992,1992,100 g/ha,14478.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1992,1992,t,231467.36,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1993,1993,ha,160757.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1993,1993,100 g/ha,14513.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1993,1993,t,233302.37,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1994,1994,ha,161539.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1994,1994,100 g/ha,14540.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1994,1994,t,234873.57,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1995,1995,ha,126600.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1995,1995,100 g/ha,15008.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1995,1995,t,190000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1996,1996,ha,162856.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1996,1996,100 g/ha,14573.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1996,1996,t,237333.06,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1997,1997,ha,163736.0,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1997,1997,100 g/ha,14606.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1997,1997,t,239151.49,I,Imputed value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1998,1998,ha,133000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1998,1998,100 g/ha,15038.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1998,1998,t,200000.0,E,Estimated value
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,1999,1999,ha,218530.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,1999,1999,100 g/ha,18587.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,1999,1999,t,406190.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2000,2000,ha,149740.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2000,2000,100 g/ha,11087.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2000,2000,t,166010.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2001,2001,ha,236740.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2001,2001,100 g/ha,18590.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2001,2001,t,440100.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2002,2002,ha,111290.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2002,2002,100 g/ha,7475.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2002,2002,t,83190.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2003,2003,ha,250910.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2003,2003,100 g/ha,10350.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2003,2003,t,259680.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2004,2004,ha,240790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2004,2004,100 g/ha,14190.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2004,2004,t,341670.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2005,2005,ha,208420.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2005,2005,100 g/ha,14875.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2005,2005,t,310030.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2006,2006,ha,192230.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2006,2006,100 g/ha,12028.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2006,2006,t,231220.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2007,2007,ha,210440.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2007,2007,100 g/ha,18214.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2007,2007,t,383290.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2008,2008,ha,186160.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2008,2008,100 g/ha,18128.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2008,2008,t,337470.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2009,2009,ha,107240.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2009,2009,100 g/ha,18769.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2009,2009,t,201280.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2010,2010,ha,146900.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2010,2010,100 g/ha,17809.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2010,2010,t,261610.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2011,2011,ha,136790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2011,2011,100 g/ha,15169.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2011,2011,t,207500.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2012,2012,ha,82960.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2012,2012,100 g/ha,8406.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2012,2012,t,69740.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2013,2013,ha,258190.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2013,2013,100 g/ha,16194.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2013,2013,t,418120.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2014,2014,ha,174020.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2014,2014,100 g/ha,17572.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2014,2014,t,305790.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,118.0,Millet,2015,2015,ha,169160.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5419,Yield,118.0,Millet,2015,2015,100 g/ha,18983.0,A,Official figure
QCL,Crops and livestock products,840,United States of America,5510,Production,118.0,Millet,2015,2015,t,321120.0,A,Official figure
